,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,_strategy,_equity_curve,
131,3116 days,57.49534451,416.0545,10000,-95.839455,703.458242,-31.13463333,18.56025808,0,0,0,-95.892,-95.892,3115 days,3115 days,329,36.47416413,20.43429343,-13.79027612,-1.153637069,42 days,6 days,0.630907582,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25    416.0545     0.958395              NaT
2013-02-26    416.0545     0.958395              NaT
2013-02-27    416.0545     0.958395              NaT
2013-02-28    416.0545     0.958395              NaT
2013-03-01    416.0545     0.958395        3115 days

[2148 rows x 3 columns]",
132,3116 days,56.70391061,423.009,10000,-95.76991,703.458242,-31.00057292,19.81710918,0,0,0,-95.985175,-95.985175,3115 days,3115 days,351,39.88603989,20.43429343,-13.79027612,-0.916322864,42 days,6 days,0.693906469,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25    423.009     0.957699              NaT
2013-02-26    423.009     0.957699              NaT
2013-02-27    423.009     0.957699              NaT
2013-02-28    423.009     0.957699              NaT
2013-03-01    423.009     0.957699        3115 days

[2148 rows x 3 columns]",
133,3116 days,99.90689013,7467.6805,23519.431,-25.323195,703.458242,-3.36769299,36.21140234,0,0,0,-85.59504267,-12.13370954,2688 days,221 days,537,53.44506518,20.43429343,-13.79027612,0.289096821,56 days,8 days,1.209887346,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25   7328.9005     0.688390              NaT
2013-02-26   7323.1405     0.688634              NaT
2013-02-27   7409.9905     0.684942              NaT
2013-02-28   7422.7705     0.684398              NaT
2013-03-01   7467.6805     0.682489        2688 days

[2148 rows x 3 columns]",
134,3116 days,82.3556797,649.64,10000,-93.5036,703.458242,-27.43877179,22.96077677,0,0,0,-95.025605,-95.025605,3115 days,3115 days,424,41.98113208,20.43429343,-15.3051017,-0.792816937,56 days,8 days,0.744473284,GeneticStrategy,"              Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.00     0.000000              NaT
2004-08-20  10000.00     0.000000              NaT
2004-08-23   9878.50     0.012150              NaT
2004-08-24   9470.80     0.052920              NaT
2004-08-25   9572.50     0.042750              NaT
...              ...          ...              ...
2013-02-25    649.64     0.935036              NaT
2013-02-26    649.64     0.935036              NaT
2013-02-27    649.64     0.935036              NaT
2013-02-28    649.64     0.935036              NaT
2013-03-01    649.64     0.935036        3115 days

[2148 rows x 3 columns]",
135,3116 days,99.90689013,1111.4815,10018.9615,-88.885185,703.458242,-22.7200659,25.82715517,0,0,0,-91.61303794,-52.45069397,3090 days,1558 days,466,45.49356223,20.43429343,-13.79027612,-0.414462036,56 days,8 days,0.874939386,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25   1096.0615     0.890601              NaT
2013-02-26   1095.4215     0.890665              NaT
2013-02-27   1105.0715     0.889702              NaT
2013-02-28   1106.4915     0.889560              NaT
2013-03-01   1111.4815     0.889062        3090 days

[2148 rows x 3 columns]",
136,3116 days,99.90689013,1316.953,22340.8235,-86.83047,703.458242,-21.16676258,28.61820234,0,0,0,-94.10812677,-10.0984366,2948 days,206 days,510,45.68627451,13.43542785,-17.4659263,-0.430692063,56 days,8 days,0.868782298,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   1332.373     0.940362              NaT
2013-02-26   1333.013     0.940333              NaT
2013-02-27   1323.363     0.940765              NaT
2013-02-28   1321.943     0.940828              NaT
2013-03-01   1316.953     0.941052        2948 days

[2148 rows x 3 columns]",
137,3116 days,99.90689013,262622.988,262837.488,2526.22988,703.458242,46.72830366,55.06712425,0.848569892,1.914752668,0.965588812,-48.3935844,-6.741145076,550 days,40 days,594,57.07070707,13.79027612,-20.43429343,0.6792165,58 days,9 days,1.426288675,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23    9878.500     0.012150              NaT
2004-08-24    9470.800     0.052920              NaT
2004-08-25    9572.500     0.042750              NaT
...                ...          ...              ...
2013-02-25  257611.488     0.019883              NaT
2013-02-26  257403.488     0.020674              NaT
2013-02-27  260539.738     0.008742              NaT
2013-02-28  261001.238     0.006986              NaT
2013-03-01  262622.988     0.000816          10 days

[2148 rows x 3 columns]",
138,3116 days,99.90689013,29673.1155,51581.139,196.731155,703.458242,13.61009043,42.88074997,0.317393946,0.52863151,0.235098505,-57.89101226,-10.60023043,1501 days,96 days,608,52.13815789,13.79027612,-20.43429343,0.128001191,58 days,8 days,1.118631454,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10121.5000     0.000000              NaT
2004-08-24  10594.9900     0.000000              NaT
2004-08-25  10483.9300     0.010482              NaT
...                ...          ...              ...
2013-02-25  29117.9955     0.435491              NaT
2013-02-26  29094.9555     0.435938              NaT
2013-02-27  29442.3555     0.429203              NaT
2013-02-28  29493.4755     0.428212              NaT
2013-03-01  29673.1155     0.424729        1501 days

[2148 rows x 3 columns]",
139,3116 days,92.55121043,633,11226.03,-93.67,703.458242,-27.65932477,24.52185009,0,0,0,-95.42794291,-70.25909396,2935 days,1557 days,436,40.59633028,20.43429343,-13.79027612,-0.747726098,56 days,8 days,0.758932825,GeneticStrategy,"             Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0     0.000000              NaT
2004-08-20  10000.0     0.000000              NaT
2004-08-23   9878.5     0.012150              NaT
2004-08-24   9470.8     0.052920              NaT
2004-08-25   9572.5     0.042750              NaT
...             ...          ...              ...
2013-02-25    633.0     0.943613              NaT
2013-02-26    633.0     0.943613              NaT
2013-02-27    633.0     0.943613              NaT
2013-02-28    633.0     0.943613              NaT
2013-03-01    633.0     0.943613        2935 days

[2148 rows x 3 columns]",
140,3116 days,99.90689013,21274.076,63586.2655,112.74076,703.458242,9.260436708,40.59645377,0.228109498,0.371888269,0.129107021,-71.72682519,-7.630564342,1015 days,58 days,702,56.83760684,14.50331126,-20.43429343,0.493052218,48 days,9 days,1.346406769,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10483.930     0.010482              NaT
...               ...          ...              ...
2013-02-25  20873.156     0.671735              NaT
2013-02-26  20856.516     0.671997              NaT
2013-02-27  21107.416     0.668051              NaT
2013-02-28  21144.336     0.667470              NaT
2013-03-01  21274.076     0.665430        1015 days

[2148 rows x 3 columns]",
141,3116 days,99.90689013,409560.376,409895.656,3995.60376,703.458242,54.58046801,58.43076727,0.934104934,2.259636089,0.937737883,-58.20439698,-5.371079425,510 days,32 days,564,57.80141844,14.50331126,-20.43429343,0.709206161,48 days,8 days,1.472069861,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  401727.016     0.019929              NaT
2013-02-26  401401.896     0.020722              NaT
2013-02-27  406304.096     0.008762              NaT
2013-02-28  407025.456     0.007002              NaT
2013-03-01  409560.376     0.000818          10 days

[2148 rows x 3 columns]",
142,3116 days,99.90689013,21274.076,63586.2655,112.74076,703.458242,9.260436708,40.59645377,0.228109498,0.371888269,0.129107021,-71.72682519,-7.630564342,1015 days,58 days,702,56.83760684,14.50331126,-20.43429343,0.493052218,48 days,9 days,1.346406769,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10483.930     0.010482              NaT
...               ...          ...              ...
2013-02-25  20873.156     0.671735              NaT
2013-02-26  20856.516     0.671997              NaT
2013-02-27  21107.416     0.668051              NaT
2013-02-28  21144.336     0.667470              NaT
2013-03-01  21274.076     0.665430        1015 days

[2148 rows x 3 columns]",
143,3116 days,99.90689013,1674.953,15726.818,-83.25047,703.458242,-18.9111387,29.02974789,0,0,0,-90.59328467,-31.11275179,2688 days,621 days,481,45.53014553,20.43429343,-13.79027612,-0.346984881,56 days,8 days,0.904264658,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   1644.113     0.895458              NaT
2013-02-26   1642.833     0.895539              NaT
2013-02-27   1662.133     0.894312              NaT
2013-02-28   1664.973     0.894132              NaT
2013-03-01   1674.953     0.893497        2688 days

[2148 rows x 3 columns]",
144,3116 days,99.90689013,4739.034,22944.1125,-52.60966,703.458242,-8.38798458,34.09772003,0,0,0,-83.08357972,-16.89153639,1892 days,257 days,531,51.03578154,20.43429343,-13.79027612,0.067062993,56 days,8 days,1.090509417,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   4661.934     0.796813              NaT
2013-02-26   4658.734     0.796953              NaT
2013-02-27   4706.984     0.794850              NaT
2013-02-28   4714.084     0.794541              NaT
2013-03-01   4739.034     0.793453        1892 days

[2148 rows x 3 columns]",
145,3116 days,99.90689013,21274.076,63586.2655,112.74076,703.458242,9.260436708,40.59645377,0.228109498,0.371888269,0.129107021,-71.72682519,-7.630564342,1015 days,58 days,702,56.83760684,14.50331126,-20.43429343,0.493052218,48 days,9 days,1.346406769,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10483.930     0.010482              NaT
...               ...          ...              ...
2013-02-25  20873.156     0.671735              NaT
2013-02-26  20856.516     0.671997              NaT
2013-02-27  21107.416     0.668051              NaT
2013-02-28  21144.336     0.667470              NaT
2013-03-01  21274.076     0.665430        1015 days

[2148 rows x 3 columns]",
